0.0074189,0.0084894,0.022899,0.077366,-0.034298,-0.04879,-0.075219,0.0042608,0.015765,0.073292,0.022484,-0.005719,0.031149,-0.0076013,-0.036466,0.020198,0.0080393,-0.027154,-0.0097139,-0.15085,0.026268,-0.11574,-0.0046765,-0.041624,0.032053,0.0238
0.023854,0.037164,-0.027722,-0.37073,0.087663,-0.035326,0.34257,-0.018922,-0.058226,-0.0049787,-0.010237,-0.011025,-0.0060534,0.023982,0.030785,-0.047866,-0.069045,0.083954,0.0054979,0.52358,0.018702,0.37198,-0.13767,0.065743,-0.072072,0.043476
0.11139,-0.043544,-0.13001,2.5415,-0.13475,-0.29161,-1.6251,0.11015,-0.086459,0.019207,0.030541,-0.031247,-0.077783,0.0084123,0.03758,0.097512,0.065775,-0.1666,-0.02867,0.0097369,-0.057815,0.79358,0.079664,-0.011939,-0.11294,0.075383
0.047245,-0.053447,-0.025135,0.10777,-0.018833,0.026544,-0.012301,-0.013455,0.003573,-0.066874,-0.063197,0.020367,0.010755,0.065695,-0.019869,-0.054818,-0.014774,-0.0060246,0.027458,-0.18635,-0.031183,-0.17822,0.0042157,-0.052428,-0.0011656,-0.022004
-0.036264,0.0080267,0.0019192,-0.3586,0.13204,0.052617,0.31168,0.036222,0.061172,0.029884,-0.019273,0.030963,-0.044039,-0.085182,-0.0033552,0.031592,0.042559,0.030116,0.051965,0.34649,0.0024638,0.27658,-0.021731,-0.017169,-0.056554,-0.0049797
0.024909,-0.029662,0.024662,-0.25393,0.16936,-0.032879,0.11082,0.0071056,-0.012669,-0.039176,-0.054771,0.072351,-0.040774,-0.038594,-0.0091793,0.046635,0.001972,0.099796,0.025807,0.4445,-0.071719,0.43133,-0.11611,-0.015923,-0.0079068,0.034943
-0.1068,-0.084075,0.084415,0.11728,-0.010261,0.0383,-0.4369,-0.045432,0.014995,-0.01696,-0.088052,-0.0089345,0.080924,0.016336,0.11851,-0.0022942,-0.03285,-0.015414,-0.017675,-0.74696,0.0087637,-0.81149,0.029859,0.0072874,0.070981,0.0035176
0.027231,-0.17252,0.0060429,1.0455,0.32079,-0.15555,-0.25348,0.13031,-0.21712,0.044618,0.074136,-0.076339,-0.11593,-0.021595,0.20018,0.10688,0.060937,-0.16132,-0.022022,-0.23513,-0.016645,-1.3771,0.21718,0.025425,-0.11936,-0.037652
0.17403,0.27782,0.051335,1.7696,0.0024717,-0.46611,1.9136,0.1997,0.2222,0.093796,-0.014234,0.21464,0.13929,-0.087943,-0.29932,-0.11329,0.016254,-0.25299,0.23226,0.67996,-0.10203,1.5551,0.22583,-0.034757,-0.07985,0.062562
-0.014684,-0.046163,0.026294,0.63052,-0.098828,-0.014899,-0.46337,0.019587,0.056837,0.02505,-0.0037777,-0.023031,-0.011892,-0.014359,-0.0095729,-0.036567,0.026232,0.032809,0.029421,-0.59117,0.0083353,-0.41498,0.060728,-0.033128,0.097579,0.020877
0.0019862,-0.0483,0.01485,-0.12009,0.034216,-0.027207,-0.042855,-0.043271,-0.052757,0.031112,-0.033883,0.027512,-0.025029,-0.057146,0.039126,0.033449,0.00015211,0.025366,0.037112,0.27583,-0.028967,0.19352,-0.094151,-0.047361,-0.048745,0.006849
-0.0016883,-0.055,0.024812,0.46663,-0.11334,0.064553,-0.45149,0.06967,0.014748,0.031473,0.023673,0.029269,0.050571,-0.099349,-0.0047904,-0.05381,-0.04579,-0.090794,-0.039894,-0.53625,0.015927,-0.4428,0.10588,-0.01195,0.060643,0.026647
0.043709,0.030926,-0.019198,0.18217,-0.088301,0.013102,-0.12209,0.00069209,-0.012305,-0.027997,0.021924,0.079166,-0.025906,0.026202,0.010573,-0.046015,-0.020842,-0.060708,-0.018284,-0.30761,0.0029701,-0.25793,0.018539,0.060841,-0.0090957,0.10448
